,global_unique_identifier,last_edited_date,taxonomic_order,category,common_name,scientific_name,subspecies_common_name,subspecies_scientific_name,observation_count,breeding_bird_atlas_code,breeding_bird_atlas_category,age_sex,country,country_code,state,state_code,county,county_code,iba_code,bcr_code,usfws_code,atlas_block,locality,locality_id,locality_type,latitude,longitude,observation_date,time_observations_started,observer_id,sampling_event_identifier,protocol_type,protocol_code,project_code,duration_minutes,effort_distance_km,effort_area_ha,number_observers,all_species_reported,group_identifier,has_media,approved,reviewed,reason,trip_comments,species_comments,v47,pelagic,legit,duplicate
435,URN:CornellLabOfOrnithology:EBIRD:OBS203050898,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,2,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-04,6:00:00,obsr160903,S14542484,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
439,URN:CornellLabOfOrnithology:EBIRD:OBS203050899,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,5,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-05,6:00:00,obsr160903,S14542485,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
429,URN:CornellLabOfOrnithology:EBIRD:OBS203050903,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,2,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-06,6:00:00,obsr160903,S14542486,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
415,URN:CornellLabOfOrnithology:EBIRD:OBS203050917,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,2,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-07,6:00:00,obsr160903,S14542490,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
430,URN:CornellLabOfOrnithology:EBIRD:OBS203050921,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,4,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-08,6:00:00,obsr160903,S14542491,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
421,URN:CornellLabOfOrnithology:EBIRD:OBS203050925,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,4,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-09,6:00:00,obsr160903,S14542492,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
431,URN:CornellLabOfOrnithology:EBIRD:OBS203050927,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,2,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-10,6:00:00,obsr160903,S14542493,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
438,URN:CornellLabOfOrnithology:EBIRD:OBS203050930,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,4,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-11,6:00:00,obsr160903,S14542494,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
443,URN:CornellLabOfOrnithology:EBIRD:OBS203050932,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,2,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-12,6:00:00,obsr160903,S14542495,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
414,URN:CornellLabOfOrnithology:EBIRD:OBS203050936,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,4,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-13,6:00:00,obsr160903,S14542496,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
434,URN:CornellLabOfOrnithology:EBIRD:OBS203050941,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,6,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-14,6:00:00,obsr160903,S14542497,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
416,URN:CornellLabOfOrnithology:EBIRD:OBS203050946,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,4,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-15,6:00:00,obsr160903,S14542498,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
422,URN:CornellLabOfOrnithology:EBIRD:OBS203052939,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,5,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-16,6:00:00,obsr160903,S14542647,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
432,URN:CornellLabOfOrnithology:EBIRD:OBS203052948,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,4,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-17,6:00:00,obsr160903,S14542648,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
437,URN:CornellLabOfOrnithology:EBIRD:OBS203050952,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,2,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-18,6:00:00,obsr160903,S14542499,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
418,URN:CornellLabOfOrnithology:EBIRD:OBS203050959,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,3,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-19,6:00:00,obsr160903,S14542500,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
440,URN:CornellLabOfOrnithology:EBIRD:OBS203050968,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,6,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-20,6:00:00,obsr160903,S14542501,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
424,URN:CornellLabOfOrnithology:EBIRD:OBS203050974,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,3,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-21,6:00:00,obsr160903,S14542502,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
427,URN:CornellLabOfOrnithology:EBIRD:OBS203050978,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,6,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-22,6:00:00,obsr160903,S14542503,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
420,URN:CornellLabOfOrnithology:EBIRD:OBS203050987,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,4,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-23,6:00:00,obsr160903,S14542504,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
433,URN:CornellLabOfOrnithology:EBIRD:OBS203050998,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,6,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-24,6:00:00,obsr160903,S14542505,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
426,URN:CornellLabOfOrnithology:EBIRD:OBS203051007,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,4,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-25,6:00:00,obsr160903,S14542506,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
442,URN:CornellLabOfOrnithology:EBIRD:OBS203051015,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,2,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-26,6:00:00,obsr160903,S14542507,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
419,URN:CornellLabOfOrnithology:EBIRD:OBS203051027,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,4,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-27,6:00:00,obsr160903,S14542508,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
423,URN:CornellLabOfOrnithology:EBIRD:OBS203051039,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,4,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-28,6:00:00,obsr160903,S14542509,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
428,URN:CornellLabOfOrnithology:EBIRD:OBS203051046,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,5,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-29,6:00:00,obsr160903,S14542510,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
417,URN:CornellLabOfOrnithology:EBIRD:OBS203051056,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,5,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-30,6:00:00,obsr160903,S14542511,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
436,URN:CornellLabOfOrnithology:EBIRD:OBS203051066,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,5,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-07-31,6:00:00,obsr160903,S14542512,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
445,URN:CornellLabOfOrnithology:EBIRD:OBS203051073,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,3,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-01,6:30:00,obsr160903,S14542513,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
451,URN:CornellLabOfOrnithology:EBIRD:OBS203051079,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,3,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-02,6:30:00,obsr160903,S14542514,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
455,URN:CornellLabOfOrnithology:EBIRD:OBS203051088,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,4,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-03,6:30:00,obsr160903,S14542515,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
450,URN:CornellLabOfOrnithology:EBIRD:OBS203051099,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,6,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-04,6:30:00,obsr160903,S14542516,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
460,URN:CornellLabOfOrnithology:EBIRD:OBS203051109,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,7,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-05,6:30:00,obsr160903,S14542517,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
456,URN:CornellLabOfOrnithology:EBIRD:OBS203051121,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,5,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-06,6:30:00,obsr160903,S14542518,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
452,URN:CornellLabOfOrnithology:EBIRD:OBS203051129,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,3,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-07,6:30:00,obsr160903,S14542519,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
449,URN:CornellLabOfOrnithology:EBIRD:OBS203051133,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,3,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-08,6:30:00,obsr160903,S14542520,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
448,URN:CornellLabOfOrnithology:EBIRD:OBS203051137,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,3,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-09,6:30:00,obsr160903,S14542521,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
444,URN:CornellLabOfOrnithology:EBIRD:OBS203051139,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,3,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-10,6:30:00,obsr160903,S14542522,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
459,URN:CornellLabOfOrnithology:EBIRD:OBS203051153,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,3,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-11,6:30:00,obsr160903,S14542523,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
447,URN:CornellLabOfOrnithology:EBIRD:OBS203051160,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,4,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-12,6:30:00,obsr160903,S14542524,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
458,URN:CornellLabOfOrnithology:EBIRD:OBS203051165,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,5,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-13,6:30:00,obsr160903,S14542525,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
446,URN:CornellLabOfOrnithology:EBIRD:OBS203051171,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,4,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-14,6:30:00,obsr160903,S14542526,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
457,URN:CornellLabOfOrnithology:EBIRD:OBS203052958,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,3,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-15,6:30:00,obsr160903,S14542649,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
453,URN:CornellLabOfOrnithology:EBIRD:OBS203051176,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,6,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-16,6:30:00,obsr160903,S14542527,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
454,URN:CornellLabOfOrnithology:EBIRD:OBS203051183,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,4,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-17,6:30:00,obsr160903,S14542528,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
587,URN:CornellLabOfOrnithology:EBIRD:OBS161403582,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,5,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-18,9:00:00,obsr160903,S11401525,Area,P23,EBIRD,600,NA,38.4451,5,1,G452531,0,1,1,,Fall crew arrived,Sad but true!,NA,TRUE,0,
588,URN:CornellLabOfOrnithology:EBIRD:OBS161489264,52:57.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,8,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-19,8:30:00,obsr160903,S11408576,Area,P23,EBIRD,660,NA,38.4451,5,1,G452995,0,1,1,,,Sad but true,NA,TRUE,0,
589,URN:CornellLabOfOrnithology:EBIRD:OBS161570591,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,9,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-20,9:00:00,obsr160903,S11415006,Area,P23,EBIRD,570,NA,38.4451,5,1,G453359,0,1,1,,,"Unfortunately, their number keeps growing as the rest of the landbirds transmogrify into them",NA,TRUE,0,
577,URN:CornellLabOfOrnithology:EBIRD:OBS161633641,47:04.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,7,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-21,9:00:00,obsr160903,S11419905,Area,P23,EBIRD,660,NA,38.4451,5,1,G453621,0,1,0,,,,NA,TRUE,0,
582,URN:CornellLabOfOrnithology:EBIRD:OBS161704161,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,8,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-22,8:30:00,obsr160903,S11425167,Area,P23,EBIRD,720,NA,38.4451,5,1,G453946,0,1,0,,,,NA,TRUE,0,
578,URN:CornellLabOfOrnithology:EBIRD:OBS161768383,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,5,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-23,8:30:00,obsr160903,S11430293,Area,P23,EBIRD,720,NA,38.4451,5,1,G454388,0,1,0,,,,NA,TRUE,0,
576,URN:CornellLabOfOrnithology:EBIRD:OBS161832381,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,6,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-24,9:00:00,obsr160903,S11435313,Area,P23,EBIRD,720,NA,38.4451,5,1,G454789,0,1,0,,,,NA,TRUE,0,
580,URN:CornellLabOfOrnithology:EBIRD:OBS161920723,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,7,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-25,8:15:00,obsr160903,S11441262,Area,P23,EBIRD,675,NA,38.4451,4,1,G455282,0,1,0,,,,NA,TRUE,0,
584,URN:CornellLabOfOrnithology:EBIRD:OBS162025290,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,9,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-26,9:00:00,obsr160903,S11448618,Area,P23,EBIRD,450,NA,38.4451,4,1,G455728,0,1,0,,,,NA,TRUE,0,
585,URN:CornellLabOfOrnithology:EBIRD:OBS162103915,43:26.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,9,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-27,9:00:00,obsr160903,S11454637,Area,P23,EBIRD,585,NA,38.4451,4,1,G456147,0,1,0,,,,NA,TRUE,0,
579,URN:CornellLabOfOrnithology:EBIRD:OBS162174251,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,9,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-28,9:00:00,obsr160903,S11460036,Area,P23,EBIRD,540,NA,38.4451,4,1,G456516,0,1,0,,,,NA,TRUE,0,
586,URN:CornellLabOfOrnithology:EBIRD:OBS162293982,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,8,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-29,8:30:00,obsr160903,S11468940,Area,P23,EBIRD,630,NA,38.4451,4,1,G456972,0,1,0,,,,NA,TRUE,0,
581,URN:CornellLabOfOrnithology:EBIRD:OBS162371489,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,6,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-30,9:00:00,obsr160903,S11474446,Area,P23,EBIRD,540,NA,38.4451,4,1,G457275,0,1,0,,,,NA,TRUE,0,
583,URN:CornellLabOfOrnithology:EBIRD:OBS162464792,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,6,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-08-31,8:30:00,obsr160903,S11486412,Area,P23,EBIRD,720,NA,38.4451,4,1,G457633,0,1,0,,,,NA,TRUE,0,
605,URN:CornellLabOfOrnithology:EBIRD:OBS162554640,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,6,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-09-01,8:30:00,obsr160903,S11492425,Area,P23,EBIRD,720,NA,38.4451,5,1,G458105,0,1,0,,,,NA,TRUE,0,
597,URN:CornellLabOfOrnithology:EBIRD:OBS162652523,45:17.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,6,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2012-09-02,7:00:00,obsr160903,S11499098,Area,P23,EBIRD,750,NA,38.4451,5,1,G458664,0,1,0,,,,NA,TRUE,0,
